GEOID,NAME,total_hh,total_hh_moe,multi_person_est,multi_person_moe,multi_person_share,living_alone_est,living_alone_moe,living_alone_share,block_group,tract
150030001071,Block Group 1; Census Tract 1.07; Honolulu County; Hawaii,518,58,465,63,0.8977,53,32,0.1023,1,1.07
150030084161,Block Group 1; Census Tract 84.16; Honolulu County; Hawaii,296,84,259,100.9,0.875,37,32,0.125,1,84.16
150030084162,Block Group 2; Census Tract 84.16; Honolulu County; Hawaii,547,229,421,227.1,0.7697,126,117,0.2303,2,84.16
150030084171,Block Group 1; Census Tract 84.17; Honolulu County; Hawaii,495,165,284,137.3,0.5737,211,126,0.4263,1,84.17
150030084172,Block Group 2; Census Tract 84.17; Honolulu County; Hawaii,596,128,438,138.6,0.7349,158,105,0.2651,2,84.17
150030084173,Block Group 3; Census Tract 84.17; Honolulu County; Hawaii,259,86,193,83.1,0.7452,66,63,0.2548,3,84.17
150030084181,Block Group 1; Census Tract 84.18; Honolulu County; Hawaii,724,118,674,131.2,0.9309,50,37,0.0691,1,84.18
150030084182,Block Group 2; Census Tract 84.18; Honolulu County; Hawaii,364,114,332,121.7,0.9121,32,25,0.0879,2,84.18
150030084183,Block Group 3; Census Tract 84.18; Honolulu County; Hawaii,272,100,246,99.5,0.9044,26,24,0.0956,3,84.18
150030085021,Block Group 1; Census Tract 85.02; Honolulu County; Hawaii,844,101,529,103.6,0.6268,315,67,0.3732,1,85.02
150030086091,Block Group 1; Census Tract 86.09; Honolulu County; Hawaii,704,167,524,160.6,0.7443,180,70,0.2557,1,86.09
150030086101,Block Group 1; Census Tract 86.10; Honolulu County; Hawaii,439,91,330,87.1,0.7517,109,45,0.2483,1,86.10
150030086111,Block Group 1; Census Tract 86.11; Honolulu County; Hawaii,4,5,4,6.1,1,0,12,0,1,86.11
150030086231,Block Group 1; Census Tract 86.23; Honolulu County; Hawaii,433,159,420,161.8,0.97,13,22,0.03,1,86.23
150030086232,Block Group 2; Census Tract 86.23; Honolulu County; Hawaii,319,100,226,97.5,0.7085,93,51,0.2915,2,86.23
150030086233,Block Group 3; Census Tract 86.23; Honolulu County; Hawaii,588,134,563,139,0.9575,25,14,0.0425,3,86.23
150030086234,Block Group 4; Census Tract 86.23; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,4,86.23
150030086241,Block Group 1; Census Tract 86.24; Honolulu County; Hawaii,461,90,430,100.7,0.9328,31,21,0.0672,1,86.24
150030086242,Block Group 2; Census Tract 86.24; Honolulu County; Hawaii,329,76,308,85.1,0.9362,21,17,0.0638,2,86.24
150030086251,Block Group 1; Census Tract 86.25; Honolulu County; Hawaii,272,90,185,85.1,0.6801,87,59,0.3199,1,86.25
150030086252,Block Group 2; Census Tract 86.25; Honolulu County; Hawaii,703,133,486,134,0.6913,217,113,0.3087,2,86.25
150030086261,Block Group 1; Census Tract 86.26; Honolulu County; Hawaii,588,250,469,248,0.7976,119,85,0.2024,1,86.26
150030086262,Block Group 2; Census Tract 86.26; Honolulu County; Hawaii,408,97,332,100.1,0.8137,76,71,0.1863,2,86.26
150030086271,Block Group 1; Census Tract 86.27; Honolulu County; Hawaii,277,68,277,68.1,1,0,12,0,1,86.27
150030086272,Block Group 2; Census Tract 86.27; Honolulu County; Hawaii,437,117,413,117.4,0.9451,24,41,0.0549,2,86.27
150030086273,Block Group 3; Census Tract 86.27; Honolulu County; Hawaii,281,115,264,118,0.9395,17,26,0.0605,3,86.27
150030086274,Block Group 4; Census Tract 86.27; Honolulu County; Hawaii,780,241,713,257,0.9141,67,104,0.0859,4,86.27
150030086275,Block Group 5; Census Tract 86.27; Honolulu County; Hawaii,995,202,896,216.5,0.9005,99,86,0.0995,5,86.27
150030086281,Block Group 1; Census Tract 86.28; Honolulu County; Hawaii,603,159,603,160.6,1,0,12,0,1,86.28
150030086282,Block Group 2; Census Tract 86.28; Honolulu County; Hawaii,459,93,399,87.1,0.8693,60,32,0.1307,2,86.28
150030086291,Block Group 1; Census Tract 86.29; Honolulu County; Hawaii,723,251,656,250,0.9073,67,39,0.0927,1,86.29
150030086301,Block Group 1; Census Tract 86.30; Honolulu County; Hawaii,519,130,484,144.4,0.9326,35,30,0.0674,1,86.30
150030086302,Block Group 2; Census Tract 86.30; Honolulu County; Hawaii,399,81,389,82.7,0.9749,10,16,0.0251,2,86.30
150030086311,Block Group 1; Census Tract 86.31; Honolulu County; Hawaii,546,98,430,105.8,0.7875,116,78,0.2125,1,86.31
150030086312,Block Group 2; Census Tract 86.31; Honolulu County; Hawaii,607,155,400,90.3,0.659,207,138,0.341,2,86.31
150030086321,Block Group 1; Census Tract 86.32; Honolulu County; Hawaii,214,74,181,73.1,0.8458,33,30,0.1542,1,86.32
150030086322,Block Group 2; Census Tract 86.32; Honolulu County; Hawaii,732,137,617,136.8,0.8429,115,76,0.1571,2,86.32
150030086323,Block Group 3; Census Tract 86.32; Honolulu County; Hawaii,219,68,163,61.4,0.7443,56,35,0.2557,3,86.32
150030086324,Block Group 4; Census Tract 86.32; Honolulu County; Hawaii,241,83,232,76,0.9627,9,15,0.0373,4,86.32
150030086331,Block Group 1; Census Tract 86.33; Honolulu County; Hawaii,957,160,888,203.7,0.9279,69,48,0.0721,1,86.33
150030086341,Block Group 1; Census Tract 86.34; Honolulu County; Hawaii,313,105,301,110.1,0.9617,12,18,0.0383,1,86.34
150030086342,Block Group 2; Census Tract 86.34; Honolulu County; Hawaii,319,147,276,147,0.8652,43,34,0.1348,2,86.34
150030086343,Block Group 3; Census Tract 86.34; Honolulu County; Hawaii,385,114,344,120.3,0.8935,41,35,0.1065,3,86.34
150030087021,Block Group 1; Census Tract 87.02; Honolulu County; Hawaii,840,128,456,124.1,0.5429,384,104,0.4571,1,87.02
150030087022,Block Group 2; Census Tract 87.02; Honolulu County; Hawaii,404,121,339,123.6,0.8391,65,43,0.1609,2,87.02
150030087023,Block Group 3; Census Tract 87.02; Honolulu County; Hawaii,239,127,239,127,1,0,12,0,3,87.02
150030087041,Block Group 1; Census Tract 87.04; Honolulu County; Hawaii,189,64,167,70.4,0.8836,22,18,0.1164,1,87.04
150030087042,Block Group 2; Census Tract 87.04; Honolulu County; Hawaii,468,111,389,85.1,0.8312,79,91,0.1688,2,87.04
150030087051,Block Group 1; Census Tract 87.05; Honolulu County; Hawaii,479,117,447,117.1,0.9332,32,27,0.0668,1,87.05
150030087052,Block Group 2; Census Tract 87.05; Honolulu County; Hawaii,342,99,313,90.8,0.9152,29,46,0.0848,2,87.05
150030087061,Block Group 1; Census Tract 87.06; Honolulu County; Hawaii,283,100,274,99.1,0.9682,9,13,0.0318,1,87.06
150030087062,Block Group 2; Census Tract 87.06; Honolulu County; Hawaii,319,119,276,111.1,0.8652,43,50,0.1348,2,87.06
150030087063,Block Group 3; Census Tract 87.06; Honolulu County; Hawaii,482,136,456,140.6,0.9461,26,29,0.053900000000000003,3,87.06
150030087071,Block Group 1; Census Tract 87.07; Honolulu County; Hawaii,394,100,384,100.1,0.9746,10,17,0.0254,1,87.07
150030087072,Block Group 2; Census Tract 87.07; Honolulu County; Hawaii,247,128,204,148,0.8259,43,43,0.1741,2,87.07
150030087073,Block Group 3; Census Tract 87.07; Honolulu County; Hawaii,295,102,276,103.1,0.9356,19,20,0.0644,3,87.07
150030087074,Block Group 4; Census Tract 87.07; Honolulu County; Hawaii,388,147,282,90.1,0.7268,106,116,0.2732,4,87.07
150030088011,Block Group 1; Census Tract 88.01; Honolulu County; Hawaii,380,107,272,78.1,0.7158,108,77,0.2842,1,88.01
150030088012,Block Group 2; Census Tract 88.01; Honolulu County; Hawaii,463,206,316,89.2,0.6825,147,189,0.3175,2,88.01
150030088021,Block Group 1; Census Tract 88.02; Honolulu County; Hawaii,349,77,330,85.6,0.9456,19,29,0.0544,1,88.02
150030088022,Block Group 2; Census Tract 88.02; Honolulu County; Hawaii,523,185,512,184,0.979,11,16,0.021,2,88.02
150030088023,Block Group 3; Census Tract 88.02; Honolulu County; Hawaii,298,89,298,89.1,1,0,12,0,3,88.02
150030089061,Block Group 1; Census Tract 89.06; Honolulu County; Hawaii,420,161,370,155.6,0.881,50,33,0.119,1,89.06
150030089062,Block Group 2; Census Tract 89.06; Honolulu County; Hawaii,629,124,499,122,0.7933,130,93,0.2067,2,89.06
150030089063,Block Group 3; Census Tract 89.06; Honolulu County; Hawaii,319,68,250,71,0.7837,69,47,0.2163,3,89.06
150030089091,Block Group 1; Census Tract 89.09; Honolulu County; Hawaii,362,119,331,118.7,0.9144,31,47,0.0856,1,89.09
150030089092,Block Group 2; Census Tract 89.09; Honolulu County; Hawaii,663,158,550,157.4,0.8296,113,50,0.1704,2,89.09
150030089093,Block Group 3; Census Tract 89.09; Honolulu County; Hawaii,386,84,334,92.7,0.8653,52,54,0.1347,3,89.09
150030089121,Block Group 1; Census Tract 89.12; Honolulu County; Hawaii,265,63,217,64.1,0.8189,48,34,0.1811,1,89.12
150030089122,Block Group 2; Census Tract 89.12; Honolulu County; Hawaii,321,90,284,93.1,0.8847,37,23,0.1153,2,89.12
150030089131,Block Group 1; Census Tract 89.13; Honolulu County; Hawaii,283,75,278,74.1,0.9823,5,8,0.0177,1,89.13
150030089132,Block Group 2; Census Tract 89.13; Honolulu County; Hawaii,202,65,193,63.8,0.9554,9,13,0.0446,2,89.13
150030089133,Block Group 3; Census Tract 89.13; Honolulu County; Hawaii,272,94,267,96.1,0.9816,5,9,0.0184,3,89.13
150030089171,Block Group 1; Census Tract 89.17; Honolulu County; Hawaii,297,104,263,103.1,0.8855,34,23,0.1145,1,89.17
150030089172,Block Group 2; Census Tract 89.17; Honolulu County; Hawaii,249,70,215,65.1,0.8635,34,40,0.1365,2,89.17
150030089173,Block Group 3; Census Tract 89.17; Honolulu County; Hawaii,578,293,312,79.2,0.5398,266,292,0.4602,3,89.17
150030089174,Block Group 4; Census Tract 89.17; Honolulu County; Hawaii,371,138,251,123.8,0.6765,120,67,0.3235,4,89.17
150030089175,Block Group 5; Census Tract 89.17; Honolulu County; Hawaii,295,74,235,71.5,0.7966,60,59,0.2034,5,89.17
150030089181,Block Group 1; Census Tract 89.18; Honolulu County; Hawaii,346,198,318,197,0.9191,28,27,0.0809,1,89.18
150030089182,Block Group 2; Census Tract 89.18; Honolulu County; Hawaii,500,89,437,97.4,0.874,63,40,0.126,2,89.18
150030089183,Block Group 3; Census Tract 89.18; Honolulu County; Hawaii,278,65,244,66.2,0.8777,34,32,0.1223,3,89.18
150030089184,Block Group 4; Census Tract 89.18; Honolulu County; Hawaii,451,101,282,94.9,0.6253,169,75,0.3747,4,89.18
150030089185,Block Group 5; Census Tract 89.18; Honolulu County; Hawaii,250,67,178,48.1,0.712,72,52,0.288,5,89.18
150030089211,Block Group 1; Census Tract 89.21; Honolulu County; Hawaii,350,122,304,118.1,0.8686,46,27,0.1314,1,89.21
150030089212,Block Group 2; Census Tract 89.21; Honolulu County; Hawaii,233,46,212,46.3,0.9099,21,23,0.0901,2,89.21
150030089261,Block Group 1; Census Tract 89.26; Honolulu County; Hawaii,786,82,545,103.8,0.6934,241,81,0.3066,1,89.26
150030089281,Block Group 1; Census Tract 89.28; Honolulu County; Hawaii,521,78,489,91.3,0.9386,32,26,0.0614,1,89.28
150030089282,Block Group 2; Census Tract 89.28; Honolulu County; Hawaii,744,111,656,113.1,0.8817,88,46,0.1183,2,89.28
150030089291,Block Group 1; Census Tract 89.29; Honolulu County; Hawaii,304,135,271,130.6,0.8914,33,38,0.1086,1,89.29
150030089292,Block Group 2; Census Tract 89.29; Honolulu County; Hawaii,612,138,472,136,0.7712,140,67,0.2288,2,89.29
150030089293,Block Group 3; Census Tract 89.29; Honolulu County; Hawaii,381,98,314,105.8,0.8241,67,53,0.1759,3,89.29
150030089294,Block Group 4; Census Tract 89.29; Honolulu County; Hawaii,267,102,249,109.1,0.9326,18,29,0.0674,4,89.29
150030089295,Block Group 5; Census Tract 89.29; Honolulu County; Hawaii,593,235,366,200.6,0.6172,227,139,0.3828,5,89.29
150030089301,Block Group 1; Census Tract 89.30; Honolulu County; Hawaii,328,60,282,60.1,0.8598,46,30,0.1402,1,89.30
150030089302,Block Group 2; Census Tract 89.30; Honolulu County; Hawaii,527,76,451,84,0.8558,76,39,0.1442,2,89.30
150030089311,Block Group 1; Census Tract 89.31; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,89.31
150030089312,Block Group 2; Census Tract 89.31; Honolulu County; Hawaii,386,69,354,72.1,0.9171,32,32,0.0829,2,89.31
150030089313,Block Group 3; Census Tract 89.31; Honolulu County; Hawaii,391,56,374,61.8,0.9565,17,15,0.0435,3,89.31
150030089321,Block Group 1; Census Tract 89.32; Honolulu County; Hawaii,237,50,191,55.1,0.8059,46,38,0.1941,1,89.32
150030089322,Block Group 2; Census Tract 89.32; Honolulu County; Hawaii,530,67,497,79.5,0.9377,33,26,0.0623,2,89.32
150030089331,Block Group 1; Census Tract 89.33; Honolulu County; Hawaii,808,170,723,198.3,0.8948,85,49,0.1052,1,89.33
150030089332,Block Group 2; Census Tract 89.33; Honolulu County; Hawaii,357,77,339,76.2,0.9496,18,20,0.0504,2,89.33
150030089341,Block Group 1; Census Tract 89.34; Honolulu County; Hawaii,436,109,420,138,0.9633,16,17,0.0367,1,89.34
150030089342,Block Group 2; Census Tract 89.34; Honolulu County; Hawaii,429,178,419,178.5,0.9767,10,16,0.0233,2,89.34
150030089343,Block Group 3; Census Tract 89.34; Honolulu County; Hawaii,235,77,204,66.2,0.8681,31,41,0.1319,3,89.34
150030089351,Block Group 1; Census Tract 89.35; Honolulu County; Hawaii,305,116,297,122.2,0.9738,8,14,0.0262,1,89.35
150030089352,Block Group 2; Census Tract 89.35; Honolulu County; Hawaii,897,258,732,170.5,0.8161,165,191,0.1839,2,89.35
150030089361,Block Group 1; Census Tract 89.36; Honolulu County; Hawaii,354,82,341,83.6,0.9633,13,13,0.0367,1,89.36
150030089362,Block Group 2; Census Tract 89.36; Honolulu County; Hawaii,425,140,322,89.1,0.7576,103,114,0.2424,2,89.36
150030089371,Block Group 1; Census Tract 89.37; Honolulu County; Hawaii,512,167,480,169.6,0.9375,32,24,0.0625,1,89.37
150030089381,Block Group 1; Census Tract 89.38; Honolulu County; Hawaii,303,78,220,75.7,0.7261,83,54,0.2739,1,89.38
150030089382,Block Group 2; Census Tract 89.38; Honolulu County; Hawaii,394,77,350,81.5,0.8883,44,37,0.1117,2,89.38
150030089391,Block Group 1; Census Tract 89.39; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,89.39
150030089392,Block Group 2; Census Tract 89.39; Honolulu County; Hawaii,530,101,386,132.8,0.7283,144,60,0.2717,2,89.39
150030089393,Block Group 3; Census Tract 89.39; Honolulu County; Hawaii,406,106,259,93.9,0.6379,147,66,0.3621,3,89.39
150030089401,Block Group 1; Census Tract 89.40; Honolulu County; Hawaii,568,124,415,114,0.7306,153,105,0.2694,1,89.40
150030089402,Block Group 2; Census Tract 89.40; Honolulu County; Hawaii,284,77,254,81.1,0.8944,30,20,0.1056,2,89.40
150030089411,Block Group 1; Census Tract 89.41; Honolulu County; Hawaii,702,91,607,112,0.8647,95,39,0.1353,1,89.41
150030089421,Block Group 1; Census Tract 89.42; Honolulu County; Hawaii,455,100,411,93.9,0.9033,44,28,0.0967,1,89.42
150030089422,Block Group 2; Census Tract 89.42; Honolulu County; Hawaii,277,71,214,72.1,0.7726,63,48,0.2274,2,89.42
150030089431,Block Group 1; Census Tract 89.43; Honolulu County; Hawaii,403,51,358,62.4,0.8883,45,26,0.1117,1,89.43
150030089441,Block Group 1; Census Tract 89.44; Honolulu County; Hawaii,289,68,257,89.1,0.8893,32,29,0.1107,1,89.44
150030089442,Block Group 2; Census Tract 89.44; Honolulu County; Hawaii,523,183,482,187,0.9216,41,34,0.0784,2,89.44
150030089443,Block Group 3; Census Tract 89.44; Honolulu County; Hawaii,523,112,416,112.9,0.7954,107,65,0.2046,3,89.44
150030089451,Block Group 1; Census Tract 89.45; Honolulu County; Hawaii,610,146,504,138,0.8262,106,80,0.1738,1,89.45
150030089461,Block Group 1; Census Tract 89.46; Honolulu County; Hawaii,470,127,377,124.7,0.8021,93,72,0.1979,1,89.46
150030089462,Block Group 2; Census Tract 89.46; Honolulu County; Hawaii,346,98,270,96.8,0.7803,76,46,0.2197,2,89.46
150030089463,Block Group 3; Census Tract 89.46; Honolulu County; Hawaii,381,101,248,76.5,0.6509,133,76,0.3491,3,89.46
150030089471,Block Group 1; Census Tract 89.47; Honolulu County; Hawaii,606,77,462,102.6,0.7624,144,55,0.2376,1,89.47
150030089481,Block Group 1; Census Tract 89.48; Honolulu County; Hawaii,481,155,375,148,0.7796,106,66,0.2204,1,89.48
150030089482,Block Group 2; Census Tract 89.48; Honolulu County; Hawaii,223,47,195,49.7,0.8744,28,27,0.1256,2,89.48
150030089483,Block Group 3; Census Tract 89.48; Honolulu County; Hawaii,433,152,268,61.5,0.6189,165,134,0.3811,3,89.48
150030089491,Block Group 1; Census Tract 89.49; Honolulu County; Hawaii,692,179,617,174.9,0.8916,75,63,0.1084,1,89.49
150030089501,Block Group 1; Census Tract 89.50; Honolulu County; Hawaii,485,105,455,109.8,0.9381,30,25,0.0619,1,89.50
150030089511,Block Group 1; Census Tract 89.51; Honolulu County; Hawaii,271,62,251,64.1,0.9262,20,19,0.0738,1,89.51
150030089512,Block Group 2; Census Tract 89.51; Honolulu County; Hawaii,298,147,281,149,0.943,17,25,0.057,2,89.51
150030089521,Block Group 1; Census Tract 89.52; Honolulu County; Hawaii,712,160,544,168.4,0.764,168,78,0.236,1,89.52
150030089522,Block Group 2; Census Tract 89.52; Honolulu County; Hawaii,581,125,550,118.1,0.9466,31,36,0.0534,2,89.52
150030089523,Block Group 3; Census Tract 89.52; Honolulu County; Hawaii,1026,179,691,163.8,0.6735,335,161,0.3265,3,89.52
150030090001,Block Group 1; Census Tract 90; Honolulu County; Hawaii,388,131,365,130,0.9407,23,18,0.0593,1,90
150030090002,Block Group 2; Census Tract 90; Honolulu County; Hawaii,396,91,316,90.9,0.798,80,42,0.202,2,90
150030091001,Block Group 1; Census Tract 91; Honolulu County; Hawaii,202,54,190,54.1,0.9406,12,13,0.0594,1,91
150030091002,Block Group 2; Census Tract 91; Honolulu County; Hawaii,616,107,491,99.5,0.7971,125,59,0.2029,2,91
150030091003,Block Group 3; Census Tract 91; Honolulu County; Hawaii,291,88,250,84.3,0.8591,41,38,0.1409,3,91
150030092011,Block Group 1; Census Tract 92.01; Honolulu County; Hawaii,248,87,217,85.1,0.875,31,31,0.125,1,92.01
150030092012,Block Group 2; Census Tract 92.01; Honolulu County; Hawaii,568,220,412,200.3,0.7254,156,151,0.2746,2,92.01
150030092013,Block Group 3; Census Tract 92.01; Honolulu County; Hawaii,221,76,156,66.1,0.7059,65,49,0.2941,3,92.01
150030092021,Block Group 1; Census Tract 92.02; Honolulu County; Hawaii,256,86,162,105.3,0.6328,94,70,0.3672,1,92.02
150030092022,Block Group 2; Census Tract 92.02; Honolulu County; Hawaii,587,182,500,179.7,0.8518,87,48,0.1482,2,92.02
150030092031,Block Group 1; Census Tract 92.03; Honolulu County; Hawaii,788,252,698,245.4,0.8858,90,49,0.1142,1,92.03
150030093011,Block Group 1; Census Tract 93.01; Honolulu County; Hawaii,483,128,322,122.7,0.6667,161,93,0.3333,1,93.01
150030093021,Block Group 1; Census Tract 93.02; Honolulu County; Hawaii,439,107,309,87.1,0.7039,130,91,0.2961,1,93.02
150030093022,Block Group 2; Census Tract 93.02; Honolulu County; Hawaii,243,113,88,78.1,0.3621,155,87,0.6379,2,93.02
150030093023,Block Group 3; Census Tract 93.02; Honolulu County; Hawaii,463,143,377,130,0.8143,86,65,0.1857,3,93.02
150030094011,Block Group 1; Census Tract 94.01; Honolulu County; Hawaii,495,75,312,69.1,0.6303,183,62,0.3697,1,94.01
150030094021,Block Group 1; Census Tract 94.02; Honolulu County; Hawaii,410,134,350,122.7,0.8537,60,34,0.1463,1,94.02
150030094022,Block Group 2; Census Tract 94.02; Honolulu County; Hawaii,389,106,225,100.7,0.5784,164,63,0.4216,2,94.02
150030094023,Block Group 3; Census Tract 94.02; Honolulu County; Hawaii,383,126,232,104.1,0.6057,151,90,0.3943,3,94.02
150030095071,Block Group 1; Census Tract 95.07; Honolulu County; Hawaii,317,64,258,63.1,0.8139,59,46,0.1861,1,95.07
150030095072,Block Group 2; Census Tract 95.07; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,2,95.07
150030095081,Block Group 1; Census Tract 95.08; Honolulu County; Hawaii,638,199,423,130,0.663,215,213,0.337,1,95.08
150030095091,Block Group 1; Census Tract 95.09; Honolulu County; Hawaii,403,126,328,120,0.8139,75,78,0.1861,1,95.09
150030095092,Block Group 2; Census Tract 95.09; Honolulu County; Hawaii,502,76,495,78.1,0.9861,7,10,0.0139,2,95.09
150030095101,Block Group 1; Census Tract 95.10; Honolulu County; Hawaii,279,104,212,93.1,0.7599,67,54,0.2401,1,95.10
150030095102,Block Group 2; Census Tract 95.10; Honolulu County; Hawaii,131,92,131,90.1,1,0,12,0,2,95.10
150030095111,Block Group 1; Census Tract 95.11; Honolulu County; Hawaii,550,156,495,151,0.9,55,47,0.1,1,95.11
150030095112,Block Group 2; Census Tract 95.11; Honolulu County; Hawaii,464,101,441,95.9,0.9504,23,38,0.0496,2,95.11
150030095121,Block Group 1; Census Tract 95.12; Honolulu County; Hawaii,395,122,308,100.1,0.7797,87,71,0.2203,1,95.12
150030095122,Block Group 2; Census Tract 95.12; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,2,95.12
150030095123,Block Group 3; Census Tract 95.12; Honolulu County; Hawaii,204,80,204,80.1,1,0,12,0,3,95.12
150030096081,Block Group 1; Census Tract 96.08; Honolulu County; Hawaii,344,142,302,143.7,0.8779,42,44,0.1221,1,96.08
150030096082,Block Group 2; Census Tract 96.08; Honolulu County; Hawaii,267,95,176,84.1,0.6592,91,81,0.3408,2,96.08
150030096083,Block Group 3; Census Tract 96.08; Honolulu County; Hawaii,352,105,334,104.1,0.9489,18,16,0.0511,3,96.08
150030096084,Block Group 4; Census Tract 96.08; Honolulu County; Hawaii,348,96,323,90.9,0.9282,25,15,0.0718,4,96.08
150030096091,Block Group 1; Census Tract 96.09; Honolulu County; Hawaii,687,210,636,214.9,0.9258,51,45,0.0742,1,96.09
150030096092,Block Group 2; Census Tract 96.09; Honolulu County; Hawaii,183,55,183,65,1,0,12,0,2,96.09
150030096093,Block Group 3; Census Tract 96.09; Honolulu County; Hawaii,529,185,502,184,0.949,27,31,0.051,3,96.09
150030096101,Block Group 1; Census Tract 96.10; Honolulu County; Hawaii,222,108,186,113.1,0.8378,36,40,0.1622,1,96.10
150030096102,Block Group 2; Census Tract 96.10; Honolulu County; Hawaii,525,221,454,218.8,0.8648,71,55,0.1352,2,96.10
150030096103,Block Group 3; Census Tract 96.10; Honolulu County; Hawaii,180,126,163,123.5,0.9056,17,26,0.0944,3,96.10
150030096104,Block Group 4; Census Tract 96.10; Honolulu County; Hawaii,258,117,242,119.1,0.938,16,25,0.062,4,96.10
150030096105,Block Group 5; Census Tract 96.10; Honolulu County; Hawaii,509,246,381,229,0.7485,128,121,0.2515,5,96.10
150030097041,Block Group 1; Census Tract 97.04; Honolulu County; Hawaii,372,138,355,140.1,0.9543,17,13,0.0457,1,97.04
150030097042,Block Group 2; Census Tract 97.04; Honolulu County; Hawaii,322,70,255,64.4,0.7919,67,38,0.2081,2,97.04
150030097051,Block Group 1; Census Tract 97.05; Honolulu County; Hawaii,294,155,275,154.3,0.9354,19,20,0.0646,1,97.05
150030097052,Block Group 2; Census Tract 97.05; Honolulu County; Hawaii,290,80,230,84.2,0.7931,60,62,0.2069,2,97.05
150030097053,Block Group 3; Census Tract 97.05; Honolulu County; Hawaii,381,89,293,98.3,0.769,88,62,0.231,3,97.05
150030097061,Block Group 1; Census Tract 97.06; Honolulu County; Hawaii,220,48,189,44.4,0.8591,31,34,0.1409,1,97.06
150030097062,Block Group 2; Census Tract 97.06; Honolulu County; Hawaii,230,59,209,68.5,0.9087,21,26,0.0913,2,97.06
150030097063,Block Group 3; Census Tract 97.06; Honolulu County; Hawaii,313,50,285,47.4,0.9105,28,13,0.0895,3,97.06
150030097071,Block Group 1; Census Tract 97.07; Honolulu County; Hawaii,553,143,443,155.2,0.8011,110,69,0.1989,1,97.07
150030097072,Block Group 2; Census Tract 97.07; Honolulu County; Hawaii,503,125,255,109.6,0.507,248,89,0.493,2,97.07
150030097073,Block Group 3; Census Tract 97.07; Honolulu County; Hawaii,622,205,450,203,0.7235,172,110,0.2765,3,97.07
150030097074,Block Group 4; Census Tract 97.07; Honolulu County; Hawaii,234,84,210,83.1,0.8974,24,22,0.1026,4,97.07
150030098011,Block Group 1; Census Tract 98.01; Honolulu County; Hawaii,202,60,133,51.9,0.6584,69,36,0.3416,1,98.01
150030098012,Block Group 2; Census Tract 98.01; Honolulu County; Hawaii,925,160,534,145.7,0.5773,391,102,0.4227,2,98.01
150030098031,Block Group 1; Census Tract 98.03; Honolulu County; Hawaii,238,83,238,84.1,1,0,12,0,1,98.03
150030098032,Block Group 2; Census Tract 98.03; Honolulu County; Hawaii,303,131,176,71.3,0.5809,127,126,0.4191,2,98.03
150030098033,Block Group 3; Census Tract 98.03; Honolulu County; Hawaii,321,161,192,88.7,0.5981,129,151,0.4019,3,98.03
150030098041,Block Group 1; Census Tract 98.04; Honolulu County; Hawaii,217,93,198,94.3,0.9124,19,19,0.0876,1,98.04
150030098042,Block Group 2; Census Tract 98.04; Honolulu County; Hawaii,365,232,218,86.8,0.5973,147,216,0.4027,2,98.04
150030098043,Block Group 3; Census Tract 98.04; Honolulu County; Hawaii,266,65,193,68.1,0.7256,73,47,0.2744,3,98.04
150030099021,Block Group 1; Census Tract 99.02; Honolulu County; Hawaii,220,100,93,46.1,0.4227,127,96,0.5773,1,99.02
150030099022,Block Group 2; Census Tract 99.02; Honolulu County; Hawaii,443,174,351,170.1,0.7923,92,75,0.2077,2,99.02
150030099023,Block Group 3; Census Tract 99.02; Honolulu County; Hawaii,311,84,295,101.5,0.9486,16,18,0.0514,3,99.02
150030099024,Block Group 4; Census Tract 99.02; Honolulu County; Hawaii,174,61,157,58.1,0.9023,17,19,0.0977,4,99.02
150030099051,Block Group 1; Census Tract 99.05; Honolulu County; Hawaii,270,70,210,61.1,0.7778,60,56,0.2222,1,99.05
150030099052,Block Group 2; Census Tract 99.05; Honolulu County; Hawaii,283,89,203,78.3,0.7173,80,62,0.2827,2,99.05
150030099053,Block Group 3; Census Tract 99.05; Honolulu County; Hawaii,448,128,380,116,0.8482,68,67,0.1518,3,99.05
150030099061,Block Group 1; Census Tract 99.06; Honolulu County; Hawaii,596,114,330,67.1,0.5537,266,90,0.4463,1,99.06
150030099062,Block Group 2; Census Tract 99.06; Honolulu County; Hawaii,179,55,123,52.6,0.6872,56,29,0.3128,2,99.06
150030099063,Block Group 3; Census Tract 99.06; Honolulu County; Hawaii,11,17,0,4.9,0,11,17,1,3,99.06
150030100001,Block Group 1; Census Tract 100; Honolulu County; Hawaii,422,134,282,112.8,0.6682,140,93,0.3318,1,100
150030100002,Block Group 2; Census Tract 100; Honolulu County; Hawaii,359,118,260,105.9,0.7242,99,75,0.2758,2,100
150030100003,Block Group 3; Census Tract 100; Honolulu County; Hawaii,877,205,667,136,0.7605,210,188,0.2395,3,100
150030101011,Block Group 1; Census Tract 101.01; Honolulu County; Hawaii,377,112,287,109.2,0.7613,90,58,0.2387,1,101.01
150030101012,Block Group 2; Census Tract 101.01; Honolulu County; Hawaii,466,119,356,151.8,0.7639,110,78,0.2361,2,101.01
